VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL15099,Lagos,Lexus,RX 330,"2,005",Silver,3.55,Nigerian Used,98075
VHL10248,Lagos,Lexus,ES 350,"2,007",Gold,4.3,Foreign Used,
VHL17929,Abuja,Kia,Optima,"2,013",Black,2.7,Nigerian Used,78000
VHL13132,Lagos,Toyota,4-Runner Limited 4WD,"2,010",Black,13.7,Foreign Used,
VHL10961,Abuja,Toyota,Camry 2.4 LE,"2,008",Silver,1.8,Nigerian Used,
VHL12641,Abuja,Lexus,ES 350,"2,008",Gray,3.3,Nigerian Used,128046
VHL11933,Lagos,Lexus,IS,"2,007",Black,3.26,,93331
VHL13525,Abuja,Mercedes-Benz,C200,"2,021",White,68,Brand New,
VHL19562,Lagos,BMW,7 Series,"2,004",Green,2.14,Nigerian Used,1
VHL13325,Lagos,Lexus,ES 350,"2,009",Silver,4.5,Foreign Used,89000
VHL18681,Lagos,Lexus,ES,"2,014",White,9.5,Foreign Used,
VHL10867,Ibadan,Lexus,RX 330,"2,005",Gray,4.85,Foreign Used,78000
VHL13081,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,010",White,7.38,Foreign Used,73340
VHL19824,Lagos,Lexus,GX,"2,016",Black,13.5,Nigerian Used,52140
VHL11732,Lagos,Mercedes-Benz,GL-Class,"2,013",Silver,8.41,,106199
VHL10715,Lagos,Toyota,Camry,"2,009",Black,3.6,Foreign Used,
VHL14973,Abuja,Mercedes-Benz,CLA-Class,"2,014",Gray,7.8,Nigerian Used,
VHL14232,Lagos,Toyota,Corolla LE,"2,007",Gray,3,Foreign Used,125000
VHL19788,Lagos,Toyota,Camry,"2,009",Gold,2.7,Nigerian Used,107036
VHL14294,Lagos,Toyota,Tacoma PreRunner Access Cab,"2,006",White,5.5,Foreign Used,75000
VHL17705,Lagos,Toyota,Land Cruiser Prado,"2,015",Black,17.8,Nigerian Used,
VHL10488,Lagos,Toyota,4-Runner,"2,015",Black,19.5,Foreign Used,
VHL16459,Lagos,Lexus,RX 350,"2,008",Silver,5.3,Foreign Used,
VHL10456,Lagos,Lexus,IS 350,"2,008",Silver,3.68,Foreign Used,112189
VHL12567,Lagos,Toyota,Camry,"2,008",Silver,3.35,Foreign Used,
VHL17446,Abuja,Toyota,Venza,"2,011",Red,8.8,Foreign Used,89362
VHL18501,Abuja,Ford,F-150 FX4,"2,010",Black,3.8,Nigerian Used,127565
VHL10890,Lagos,Mazda,CX-9,"2,008",Red,4.28,Foreign Used,284391
VHL13948,Abuja,Toyota,Tacoma,"2,015",Gray,9.5,Foreign Used,44268
VHL10979,Abuja,Lexus,IS 250,"2,008",Silver,5.8,Foreign Used,56252
VHL16205,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,5.85,Nigerian Used,89512
VHL13080,Lagos,Mercedes-Benz,C300,"2,009",Black,5.5,Foreign Used,84000
VHL19260,Lagos,Toyota,4-Runner Limited,"2,008",Gray,6.8,Foreign Used,55000
VHL15912,Abuja,Toyota,Camry,"2,008",Silver,3.5,Foreign Used,
VHL17053,Abuja,Mercedes-Benz,E350,"2,007",Gray,2.25,Nigerian Used,301871
VHL15886,Abuja,Toyota,Land Cruiser Prado,"2,020",Black,18.5,Nigerian Used,306521
VHL10888,Ibadan,Toyota,Camry,"1,998",Gold,0.84,Nigerian Used,294800
VHL11648,Abuja,Mercedes-Benz,M Class,"2,015",White,14.3,Foreign Used,
VHL18299,Lagos,Mercedes-Benz,GLE-Class,"2,016",White,35.5,Foreign Used,
VHL14802,Lagos,Toyota,RAV4 3.5 Sport,"2,010",Black,4.85,Foreign Used,84000
VHL10913,Abuja,Mercedes-Benz,C230,"2,006",Red,2.2,Nigerian Used,
VHL14344,Abuja,BMW,328i,"2,007",Gray,2.8,Foreign Used,80000
VHL16946,Lagos,Toyota,RAV4 2.5 4x4,"2,011",Black,5.6,Foreign Used,52483
VHL11990,Abuja,Peugeot,407 2.2 Coupe,"2,009",Black,2.5,Foreign Used,98700
VHL11997,Lagos,Toyota,Tacoma 4x4 Access Cab,"2,008",Black,6.5,Foreign Used,
VHL16350,Ibadan,Lexus,ES 300,"2,004",Black,1.88,Nigerian Used,142542
VHL10346,Lagos,Lexus,ES,"2,006",Silver,3.6,Foreign Used,
VHL10680,Abuja,Mercedes-Benz,GL-Class GL 450,"2,011",Silver,6.5,Nigerian Used,
VHL17066,Abuja,Toyota,Land Cruiser Prado 4,"2,019",Black,35,Foreign Used,4125
VHL15426,Lagos,Acura,MDX,"2,008",White,4,Foreign Used,52352
VHL10221,Ibadan,Toyota,Camry,"2,009",Gold,3.5,Foreign Used,103850
VHL17214,Lagos,Nissan,Pathfinder SE 4x4,"2,004",Silver,2.25,Nigerian Used,
VHL19271,Lagos,Toyota,Tacoma SR5,"2,017",Gray,18,Foreign Used,
VHL16825,Lagos,Lexus,ES,"2,004",White,3.5,Foreign Used,
VHL11915,Lagos,Mercedes-Benz,GL-Class,"2,014",Silver,9.7,Nigerian Used,90000
VHL18164,Lagos,Toyota,Camry,"2,012",Black,6.5,Foreign Used,74158
VHL16374,Abuja,Toyota,RAV4 Limited,"2,007",White,4.8,Foreign Used,70000
VHL18880,Lagos,Toyota,Camry,"2,018",Black,12.45,Foreign Used,
VHL10289,Abuja,Mercedes-Benz,G-Class Base G 550 AWD,"2,019",White,135,Foreign Used,
VHL15328,Lagos,Lexus,GX 460 Premium,"2,011",Silver,14.8,Foreign Used,78523
VHL16349,Abuja,Mercedes-Benz,E350,"2,009",Black,4.5,Foreign Used,
VHL15416,Lagos,Mercedes-Benz,CLA-Class,"2,019",White,15.8,Foreign Used,
VHL13233,Abuja,Toyota,Hilux,"2,020",White,19.7,Brand New,253
VHL17640,Abuja,Mercedes-Benz,M Class,"2,007",Black,2.95,Nigerian Used,
VHL18162,Lagos,Toyota,C-HR,"2,019",Red,18.5,Foreign Used,
VHL13669,Ibadan,Lexus,ES 350,"2,007",Gray,4.5,Foreign Used,165986
VHL11657,Abuja,Toyota,Matrix,"2,006",Black,2.2,Foreign Used,100000
VHL12949,Lagos,Lexus,RX 450h,"2,010",Blue,8.2,Foreign Used,75241
VHL12741,Lagos,Lexus,GS 300,"2,005",Blue,3.94,Foreign Used,184460
VHL16242,Abuja,Mercedes-Benz,E350,"2,011",White,4.55,Nigerian Used,58000
VHL10670,Abuja,Land Rover,Range Rover Evoque R-Dynamic HSE AWD,"2,020",Gold,49,Foreign Used,19000
VHL19531,Abuja,Nissan,Murano 3.5,"2,008",Black,2.85,Nigerian Used,80000
VHL19274,Abuja,Chevrolet,Impala,"2,014",Black,5,Nigerian Used,
VHL15437,Ibadan,Toyota,Sienna LE AWD,"2,006",Gray,3.5,Foreign Used,84000
VHL11804,Abuja,Mercedes-Benz,M Class,"2,006",Silver,4,Nigerian Used,120224
VHL17491,Lagos,Mercedes-Benz,GLE-Class,"2,018",White,42.35,Foreign Used,
VHL14991,Lagos,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),"2,017",White,16.5,Foreign Used,
VHL18198,Abuja,Honda,Accord Sedan EX-L,"2,010",Black,2.65,Nigerian Used,
VHL19499,Abuja,Mercedes-Benz,G-Class G 63 AMG,"2,021",White,200,Brand New,
VHL12514,Lagos,Mercedes-Benz,C300,"2,011",Gray,5.8,Foreign Used,74690
VHL17534,Lagos,Mercedes-Benz,GLE-Class,"2,021",Black,100,Foreign Used,
VHL17256,Ibadan,Nissan,Rogue,"2,011",Black,3.9,Foreign Used,99000
VHL19653,Lagos,Toyota,Camry,"2,008",Black,3.85,Foreign Used,74225
VHL10510,Lagos,Toyota,Camry,"2,009",Red,3.5,Foreign Used,
VHL19083,Abuja,Lexus,GX 460,"2,021",Black,47,Foreign Used,
VHL16397,Abuja,Toyota,Camry LE FWD (2.5L 4cyl 8AM),"2,018",Silver,13.8,Foreign Used,5859
VHL13117,Lagos,Lexus,GX 460,"2,011",Silver,13.5,Foreign Used,
VHL14917,Lagos,Lexus,RX 350 AWD,"2,014",White,12.5,Nigerian Used,
VHL14271,Abuja,Toyota,Corolla 1.8 CE,"2,008",Black,3,Foreign Used,75000
VHL17426,Abuja,Honda,Accord,"2,004",Blue,2.65,Foreign Used,45214
VHL17160,Lagos,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),"2,018",Gray,15,Foreign Used,63000
VHL10274,Abuja,Toyota,Sienna LE 8 Passenger,"2,010",Green,6.7,Foreign Used,85000
VHL18836,Lagos,Lexus,IS 250,"2,007",Gray,4.4,Foreign Used,81000
VHL16110,Ibadan,Toyota,Camry,"2,002",Silver,1.85,Foreign Used,132854
VHL12621,Abuja,Toyota,Corolla,"2,012",Red,4.25,Foreign Used,
VHL18799,Abuja,Mercedes-Benz,GLS-Class GLS450 4Matic,"2,017",Gray,29.99,Foreign Used,
VHL10416,Lagos,Toyota,4-Runner Limited V6,"2,005",Black,4.2,Foreign Used,985231
VHL15175,Abuja,Mercedes-Benz,C300,"2,015",Black,13.8,Foreign Used,65000
VHL19217,Abuja,Toyota,Sienna,"2,014",Gray,7.9,Foreign Used,
VHL14181,Abuja,BMW,7 Series,"2,014",Blue,14.5,Nigerian Used,68532
VHL12446,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,10,Foreign Used,60000
VHL16062,Lagos,Lexus,RX 350,"2,008",Black,5.6,Foreign Used,92000
VHL18212,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Blue,13.8,Foreign Used,
VHL13453,Abuja,Lexus,IS 250,"2,008",Blue,4,Nigerian Used,
VHL14360,Abuja,Toyota,Camry,"2,014",Black,5.5,Foreign Used,65000
VHL14494,Lagos,Audi,Q5,"2,010",Gray,6.75,Foreign Used,159339
VHL19260,Abuja,Toyota,Camry,"2,021",Gray,37,Brand New,1000
VHL12220,Lagos,Lexus,ES,"2,010",Silver,5.5,Foreign Used,65
VHL15877,Abuja,Toyota,C-Hr,"2,018",Gold,15.5,Foreign Used,5124
VHL11293,Lagos,Toyota,Tundra SR5 Double Cab,"2,007",Green,6.8,Foreign Used,115000
VHL15126,Abuja,Toyota,Camry XSE V6 (3.5L V6 8A),"2,019",White,16,Foreign Used,
VHL15380,Lagos,Dodge,Avenger Mainstreet,"2,011",Red,4.16,Foreign Used,163756
VHL16819,Lagos,Kia,Sportage,"2,011",Silver,3.3,Nigerian Used,
VHL12767,Abuja,Lexus,RX 330,"2,005",Gray,3.3,Nigerian Used,
VHL18357,Lagos,Lexus,GX 460 Luxury,"2,016",Black,22,Foreign Used,
VHL18815,Lagos,Toyota,Corolla,"2,003",Silver,1.69,Nigerian Used,259454
VHL10812,Lagos,Toyota,Tacoma,"2,020",White,25.45,Foreign Used,10000
VHL13160,Abuja,Toyota,Camry XSE V6 (3.5L V6 8A),"2,019",White,17.9,Foreign Used,14000
VHL14152,Lagos,Toyota,Corolla,"2,006",Green,2.14,Nigerian Used,60872
VHL15379,Lagos,Lexus,IS 250 AWD,"2,007",White,4.1,Foreign Used,95000
VHL16730,Lagos,Toyota,4-Runner SR5 V8 4x4,"2,005",Blue,3.5,Foreign Used,150000
VHL10049,Lagos,Toyota,Sequoia,"2,009",Gray,7.65,Foreign Used,98757
VHL13001,Lagos,Lexus,RX,"2,015",Gray,12.7,Foreign Used,61000
VHL16818,Abuja,Lexus,RX 350,"2,007",Silver,5.1,Foreign Used,45214
VHL14536,Abuja,Hyundai,Elantra,"2,014",Black,5.4,Foreign Used,
VHL16197,Lagos,Lexus,RX 350 FWD,"2,013",Black,15.5,Foreign Used,37662
VHL11699,Abuja,Toyota,Highlander SE,"2,011",White,8.7,Foreign Used,58666
VHL18182,Ibadan,Toyota,Corolla,"2,017",Black,6.8,Foreign Used,96000
VHL10221,Lagos,Mercedes-Benz,M Class ML 550 4Matic,"2,013",Black,13.5,Foreign Used,13120
VHL11256,Abuja,Honda,Accord 3.5 EX Automatic,"2,008",Black,1.69,Nigerian Used,285709
VHL14038,Lagos,Honda,Accord Crosstour EX-L AWD,"2,010",Gray,4.32,Nigerian Used,113850
VHL19529,Ibadan,Toyota,Matrix,"2,008",Blue,3.7,Foreign Used,142658
VHL16911,Abuja,Toyota,Land Cruiser Prado 2.7 I,"2,010",Black,14.5,Nigerian Used,112789
VHL10965,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,009",Silver,3.75,Foreign Used,63214
VHL18010,Ibadan,GMC,Terrain SLT-2 AWD,"2,010",Black,3.5,Nigerian Used,177412
VHL13869,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,007",Gray,3.85,Foreign Used,75000
VHL11474,Lagos,Toyota,Tundra,"2,017",Silver,30,Foreign Used,3445
VHL13272,Abuja,Toyota,Corolla,"2,014",Gray,4.65,Nigerian Used,
VHL10397,Lagos,Lexus,GX 460,"2,021",Gray,45,Foreign Used,
VHL12888,Lagos,Mercedes-Benz,CLK Cabriolet,"2,000",Silver,0.9,Nigerian Used,410381
VHL10763,Lagos,Acura,TL SH-AWD Automatic,"2,012",Gray,4.6,Foreign Used,
VHL18908,Abuja,Citroen,Berlingo,"2,006",White,1.35,Nigerian Used,362319
VHL16564,Lagos,Toyota,Corolla Sedan,"2,004",White,2.65,Foreign Used,50000
VHL12031,Abuja,Toyota,Corolla,"2,014",Black,5.5,Foreign Used,41421
VHL11739,Abuja,Mercedes-Benz,CLS,"2,020",White,47,Foreign Used,13171
VHL13875,Lagos,Lexus,RX 350 AWD,"2,013",Black,10.5,Foreign Used,45000
VHL14895,Abuja,Hyundai,Tucson,"2,016",Silver,11.5,Foreign Used,56000
VHL12374,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A) Off,"2,009",White,4,Foreign Used,
VHL10743,Abuja,Honda,Accord Crosstour EX-L,"2,011",Gray,6.2,Foreign Used,60000
VHL19337,Lagos,Toyota,Highlander,"2,015",White,13.5,Foreign Used,63088
VHL18747,Abuja,Toyota,Highlander Limited V6,"2,006",Blue,3.2,Nigerian Used,38000
VHL12545,Abuja,Hyundai,Sonata,"2,015",Black,9,Foreign Used,45000
VHL17336,Abuja,Toyota,RAV4,"2,013",Silver,6.3,Foreign Used,46000
VHL16061,Lagos,Dodge,Caliber 2.4 R/T,"2,007",Gray,2.35,Foreign Used,97300
VHL11603,Lagos,Mercedes-Benz,C300,"2,011",White,5.3,Foreign Used,
VHL12302,Abuja,Kia,Optima,"2,012",Silver,2.81,Nigerian Used,256389
VHL14018,Lagos,Lexus,GX 460,"2,012",White,17,Foreign Used,
VHL19395,Lagos,Lexus,ES 350 FWD,"2,015",Black,9.5,Nigerian Used,
VHL12412,Abuja,Honda,Accord,"2,018",White,7.5,Nigerian Used,45123
VHL16397,Lagos,Toyota,RAV4,"2,015",Gray,10,Foreign Used,
VHL16905,Lagos,Lexus,ES 350,"2,010",Black,5.5,Foreign Used,95882
VHL10913,Abuja,Lexus,GX 460 Base,"2,015",Brown,19.48,Foreign Used,45382
VHL10549,Lagos,Toyota,Camry,"2,009",Blue,4,Foreign Used,102850
VHL14163,Abuja,Toyota,Hilux SR5 HI-Rider,"2,019",White,19,Foreign Used,
VHL12125,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Blue,10.8,Foreign Used,
VHL10353,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Brown,12.2,Foreign Used,
VHL15803,Abuja,Toyota,Camry,"2,015",Green,6.75,Nigerian Used,54895
VHL17350,Abuja,BMW,X5 4.4i,"2,005",Gray,3,Foreign Used,
VHL14561,Abuja,Mercedes-Benz,CLS,"2,012",Gray,9.5,Foreign Used,41527
VHL10911,Lagos,Lexus,ES 350,"2,008",Red,4.4,Foreign Used,124000
VHL10230,Abuja,Lexus,RX 330,"2,005",Gray,3.5,Nigerian Used,75112
VHL16866,Ibadan,Toyota,Camry,"2,015",Blue,6.9,Foreign Used,28381
VHL14391,Lagos,Lexus,ES,"2,010",Black,4.55,,110315
VHL11671,Abuja,Mercedes-Benz,GLK-Class,"2,009",Silver,7.5,Foreign Used,195327
VHL15836,Abuja,Mercedes-Benz,S-Class,"2,007",Black,5.3,Nigerian Used,80000
VHL16300,Lagos,Lexus,RX 350,"2,011",Silver,9.45,Foreign Used,50000
VHL16246,Abuja,Mercedes-Benz,M Class,"2,014",Gray,15,Foreign Used,12202
VHL19328,Abuja,Peugeot,406 Coupe,"2,003",Blue,2.7,Foreign Used,120000
VHL19129,Abuja,Mercedes-Benz,C300,"2,009",Black,3.5,Nigerian Used,
VHL16197,Lagos,Nissan,Altima,"2,012",Gray,2.98,Foreign Used,231839
VHL18808,Lagos,Toyota,Tacoma Access Cab,"2,012",Beige,9.6,Foreign Used,
VHL11053,Lagos,Toyota,RAV4 Limited V6,"2,007",White,4.2,Foreign Used,
VHL15584,Lagos,Lexus,SC 430 Convertible,"2,005",Black,3.05,Nigerian Used,98000
VHL17686,Lagos,Toyota,Tundra,"2,014",Black,27,Foreign Used,24457
VHL11737,Abuja,Mercedes-Benz,E350,"2,014",Black,13,Foreign Used,
VHL16140,Lagos,Mercedes-Benz,C300,"2,009",Gray,4.65,Foreign Used,74141
VHL10268,Lagos,Lexus,ES,"2,006",Black,3.3,Foreign Used,
VHL14023,Abuja,Toyota,Camry,"2,013",Black,4.85,Foreign Used,89546
VHL11645,Abuja,Mercedes-Benz,S-Class S 550,"2,008",Silver,5.5,Nigerian Used,56987
VHL14516,Lagos,Lexus,ES 350,"2,007",Gray,3.4,Nigerian Used,
VHL16633,Abuja,Toyota,Camry,"2,010",Blue,3.8,Foreign Used,140796
VHL14480,Lagos,Lexus,RX 350 4WD,"2,021",Black,30,Foreign Used,26000
VHL13499,Ibadan,Hyundai,Sonata,"2,017",Red,7,Foreign Used,
VHL17330,Abuja,Ford,Explorer,"2,015",Black,4.5,Nigerian Used,
VHL12477,Abuja,Mercedes-Benz,C300,"2,008",Black,4.5,Foreign Used,90000
VHL13916,Lagos,Mercedes-Benz,GL Class GL 450,"2,011",Silver,8.5,Foreign Used,50000
VHL19774,Lagos,Land Rover,Rover Discovery,"2,011",Black,7.31,Nigerian Used,7842
VHL11271,Abuja,Mercedes-Benz,GL-Class GL 450,"2,008",Black,2.3,Nigerian Used,98569
VHL11067,Lagos,Toyota,Venza LE AWD,"2,013",Black,12.2,Foreign Used,
VHL18127,Lagos,Lexus,ES 350,"2,009",Gold,4.3,Foreign Used,
VHL11996,Lagos,Toyota,RAV4 XLE Premium FWD,"2,019",Gray,19.5,Foreign Used,800
VHL16422,Abuja,Chevrolet,Equinox LT2,"2,011",Silver,,Foreign Used,197188
VHL15015,Lagos,Lexus,RX 350,"2,007",White,5.15,Foreign Used,108576
VHL17242,Ibadan,Nissan,Sentra,"2,015",Red,4.15,Foreign Used,120000
VHL16032,Abuja,Mercedes-Benz,E300,"2,017",Black,19.5,Foreign Used,25000
VHL13802,Lagos,Lexus,GX 460,"2,012",Black,14.25,Foreign Used,115202
VHL11939,Lagos,Lexus,IS 250 AWD,"2,007",Silver,4.1,Foreign Used,75000
VHL11087,Abuja,Toyota,Camry,"2,018",Red,10.65,,36525
VHL12555,Abuja,Mercedes-Benz,C300,"2,012",White,6.35,Foreign Used,
VHL11724,Lagos,Lexus,RX,"2,003",Beige,3.3,Foreign Used,87416
VHL19020,Abuja,Land Rover,Range Rover Vogue,"2,019",Gray,60,Foreign Used,19852
VHL17344,Lagos,Lexus,RX,"2,009",Silver,5.2,Foreign Used,
VHL16495,Ibadan,Toyota,Camry,"2,005",Gray,2.6,Foreign Used,87000
VHL18845,Abuja,Toyota,Venza V6 AWD,"2,011",Brown,5.5,Nigerian Used,
VHL18982,Abuja,Mercedes-Benz,S-Class S 550,"2,008",Black,2.95,Nigerian Used,
VHL14818,Ibadan,Toyota,Highlander V6 AWD,"2,004",Green,4.6,Foreign Used,142189
VHL14330,Abuja,BMW,335i,"2,009",Blue,9,Foreign Used,
VHL19058,Lagos,Toyota,Highlander,"2,012",Black,9.8,Foreign Used,
VHL14021,Lagos,Toyota,4-Runner Limited V6,"2,009",White,5.95,Foreign Used,86452
VHL14694,Abuja,Toyota,Corolla L (1.8L 4cyl 2A),"2,018",Silver,5.6,Nigerian Used,
VHL18947,Abuja,Bentley,Bentley Bentayga W12 AWD,"2,019",Gray,115,Brand New,2000
VHL13118,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,11,Foreign Used,
VHL18111,Lagos,Lexus,ES 350,"2,010",Silver,5.5,Foreign Used,98000
VHL18080,Lagos,Toyota,Sienna,"2,004",Gold,2.87,,298063
VHL19521,Abuja,Toyota,Camry,"2,012",Gray,3.55,Nigerian Used,
VHL15367,Lagos,Toyota,Tundra,"2,004",Blue,4.2,Foreign Used,
VHL19954,Ibadan,Toyota,Camry,"2,013",Black,3.7,Nigerian Used,
VHL11281,Lagos,Mercedes-Benz,M Class,"2,015",Blue,14.5,Foreign Used,50000
VHL12116,Abuja,Land Rover,Rover Discovery Series II SE AWD,"2,002",Green,3.5,Nigerian Used,
VHL11085,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Black,14,Foreign Used,
VHL14024,Lagos,Infiniti,JX 35 AWD,"2,013",Gray,10.13,Foreign Used,262159
VHL14752,Lagos,Toyota,Camry,"2,009",Blue,3.55,Foreign Used,
VHL17703,Lagos,Lexus,GX 460 Premium,"2,013",Black,15.5,Foreign Used,43739
VHL10399,Abuja,Mazda,3 2.5 S Sport Hatchback,"2,011",Red,3.2,Foreign Used,50000
VHL13442,Lagos,Mercedes-Benz,C250,"2,012",Black,5.7,Foreign Used,165012
VHL14848,Lagos,Lexus,RX 350 AWD,"2,015",Red,13.15,Foreign Used,63691
VHL19611,Lagos,Toyota,Camry,"2,007",Blue,3.95,Foreign Used,78646
VHL16334,Lagos,Ford,Edge,"2,012",Black,5.06,Foreign Used,201267
VHL10526,Abuja,Toyota,Highlander,"2,007",Gray,3.85,Foreign Used,
VHL12103,Abuja,Honda,Civic 1.8 EX Automatic,"2,008",Silver,1.5,Nigerian Used,
VHL17622,Lagos,Lexus,GX 460 Luxury,"2,019",Blue,36,Foreign Used,56000
VHL12354,Abuja,Toyota,Venza,"2,010",Gray,6,Foreign Used,34521
VHL10347,Abuja,Toyota,Land Cruiser,"2,003",Black,4.1,Nigerian Used,
VHL11689,Lagos,Toyota,Sequoia,"2,013",Silver,13.8,Foreign Used,
VHL11801,Lagos,Toyota,Sequoia,"2,010",Silver,10.85,Foreign Used,63275
VHL18062,Abuja,Volkswagen,Routan SEL,"2,010",Black,4.5,Nigerian Used,129000
VHL15024,Abuja,Nissan,Versa 1.8 SL Hatchback,"2,010",Silver,2.65,Foreign Used,52352
VHL12490,Lagos,Lexus,RX 350 F Sport AWD,"2,018",Black,18.8,Foreign Used,33000
VHL11773,Lagos,Lexus,RX 350L Luxury FWD,"2,018",Gray,23.5,Foreign Used,44227
VHL18930,Abuja,Nissan,Almera 1.6 Comfort,"2,008",Blue,1.65,Foreign Used,38235
VHL19059,Abuja,Toyota,Tundra Double Cab 4x4 Limited,"2,011",Gray,9.2,Foreign Used,75000
VHL10898,Ibadan,Toyota,Corolla,"2,012",Silver,4.5,Foreign Used,
VHL18159,Abuja,Land Rover,Rover Discovery,"2,016",Gray,15.7,Foreign Used,
VHL10537,Lagos,Mercedes-Benz,S-Class,"2,018",Blue,59,Foreign Used,
VHL11866,Abuja,Cadillac,Escalade,"2,019",Black,48,Foreign Used,12012
VHL15507,Ibadan,Lexus,ES 330 Sedan,"2,004",Green,3.2,Foreign Used,
VHL15431,Lagos,King,Long XMQ,"2,010",White,1.91,Nigerian Used,60214
VHL17975,Lagos,Lexus,LC 500 RWD,"2,017",Black,62,Foreign Used,32995
VHL14092,Abuja,Honda,Accord,"2,008",Silver,2,Nigerian Used,
VHL10926,Abuja,Toyota,Corolla,"2,013",White,4,Foreign Used,45000
VHL14673,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,007",Black,5.1,Foreign Used,83000
VHL10380,Lagos,Chevrolet,Nubira,"2,006",Gold,1.13,,157197
VHL13142,Lagos,Honda,City,"2,007",Blue,1.69,Nigerian Used,355311
VHL13233,Abuja,BAW,Luling,"2,004",Black,1.6,Nigerian Used,64000
VHL17469,Abuja,Toyota,Land Cruiser 90 Automatic,"2,001",Gray,3,Nigerian Used,80000
VHL16120,Abuja,Honda,CR-V EX Automatic,"2,007",Green,3.15,Nigerian Used,143050
VHL19311,Lagos,Lexus,LX 570 AWD,"2,014",Gray,26,Foreign Used,
VHL14271,Lagos,Mercedes-Benz,S-Class Maybach S 500 (X222),"2,015",Black,24,Foreign Used,92000
VHL12117,Abuja,Chevrolet,Chevrolet Corvette,"2,021",Blue,140,Brand New,
VHL13478,Lagos,Toyota,Sequoia,"2,007",Gray,4,Foreign Used,
VHL14893,Abuja,Nissan,Rogue,"2,008",Red,2.6,Nigerian Used,95000
VHL10161,Abuja,Jeep,Grand Cherokee 3.7 Lao 4x4,"2,008",Gray,3.8,Foreign Used,78000
VHL18962,Ibadan,Toyota,Highlander,"2,017",Gray,16.5,Foreign Used,70453
VHL15151,Abuja,Volkswagen,Passat,"2,007",Blue,2.7,Nigerian Used,
VHL15187,Abuja,Lexus,RX,"2,006",White,5.5,Foreign Used,65000
VHL19544,Lagos,Lexus,ES,"2,007",Silver,4.16,Foreign Used,65060
VHL10687,Abuja,Toyota,Corolla,"2,004",Gray,2,Nigerian Used,120406
VHL10433,Abuja,Toyota,Hilux SR5 HI-RIDER,"2,016",Black,21,Foreign Used,100367
VHL16466,Lagos,Toyota,Avalon XL,"2,004",Silver,1.58,Nigerian Used,97789
VHL12502,Abuja,Mercedes-Benz,E350,"2,011",White,4.4,Nigerian Used,
VHL14963,Abuja,Mercedes-Benz,GLK-Class,"2,010",Black,4.85,Nigerian Used,85000
VHL14905,Abuja,Mercedes-Benz,C-Class C 300 CDI 4MATIC (W204),"2,012",Black,5.5,Nigerian Used,69000
VHL17763,Lagos,Toyota,Tacoma,"2,012",Black,6,Foreign Used,63000
VHL11839,Lagos,Toyota,4-Runner Limited 4x4 V6,"2,007",Gray,5.5,Foreign Used,89520
VHL13602,Lagos,Acura,MDX,"2,010",Black,5.2,Foreign Used,76000
VHL14824,Lagos,Toyota,Tacoma Double Cab V6 Automatic,"2,009",Black,8.6,Foreign Used,76434
VHL12411,Abuja,Toyota,Corolla 1.4,"2,004",Red,1.9,Nigerian Used,
VHL19533,Lagos,Lexus,ES 350,"2,009",White,4.7,Brand New,
VHL13299,Abuja,Toyota,Camry,"2,004",Black,1.25,Nigerian Used,
VHL18874,Lagos,Toyota,Camry,"2,013",Gray,4.05,Nigerian Used,125478
VHL13193,Abuja,Honda,Accord,"2,007",Gray,1.6,Nigerian Used,
VHL17774,Lagos,Mercedes-Benz,C300,"2,009",White,5.3,Foreign Used,
VHL11358,Abuja,Lexus,RX 350 F Sport FWD,"2,018",Gold,19,Foreign Used,
VHL17532,Abuja,Toyota,Fortuner 2.7 AWD,"2,014",White,9,Nigerian Used,141998
VHL17124,Abuja,Lexus,RX,"2,018",Black,21,Nigerian Used,
VHL19512,Abuja,Jeep,Liberty Limited,"2,006",Gray,2.5,Foreign Used,
VHL16711,Abuja,Lexus,ES 350,"2,008",Gray,3.44,Nigerian Used,99000
VHL19803,Ibadan,Toyota,Hilux 2.7 VVT-i 4X4 SRX,"2,009",Beige,8.9,Nigerian Used,195632
VHL18429,Lagos,Lexus,ES 350,"2,008",Gray,4.3,Foreign Used,
VHL14979,Lagos,Toyota,Tacoma Regular Cab,"2,006",Blue,7.8,Foreign Used,99552
VHL16302,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,11,Foreign Used,78000
